Verb Conjugation A1 Italian
к тому времени я уже буду готов (essere pronto);Io sarò stato pronto.;Futuro Anteriore
к тому времени ты уже будешь готов (essere pronto);Tu sarai stato pronto.;Futuro Anteriore
к тому времени он уже будет готов (essere pronto);Lui sarà stato pronto.;Futuro Anteriore
к тому времени она уже будет готова (essere pronto);Lei sarà stata pronta.;Futuro Anteriore
к тому времени мы уже будем готовы (essere pronto);Noi saremo stati pronti.;Futuro Anteriore
к тому времени вы уже будете готовы (essere pronto);Voi sarete stati pronti.;Futuro Anteriore
к тому времени они уже будут готовы (essere pronto);Loro saranno stati pronti.;Futuro Anteriore
я бы был счастливым (essere felice);Io sarei felice.;Condizionale Presente
ты бы был счастливым (essere felice);Tu saresti felice.;Condizionale Presente
он бы был счастливым (essere felice);Lui sarebbe felice.;Condizionale Presente
она бы была счастливой (essere felice);Lei sarebbe felice.;Condizionale Presente
мы бы были счастливыми (essere felice);Noi saremmo felici.;Condizionale Presente
вы бы были счастливыми (essere felice);Voi sareste felici.;Condizionale Presente
они бы были счастливыми (essere felice);Loro sarebbero felici.;Condizionale Presente
я бы был готов (essere pronto);Io sarei stato pronto.;Condizionale Passato
ты бы был готов (essere pronto);Tu saresti stato pronto.;Condizionale Passato
он бы был готов (essere pronto);Lui sarebbe stato pronto.;Condizionale Passato
она бы была готова (essere pronto);Lei sarebbe stata pronta.;Condizionale Passato
мы бы были готовы (essere pronto);Noi saremmo stati pronti.;Condizionale Passato
вы бы были готовы (essere pronto);Voi sareste stati pronti.;Condizionale Passato
они бы были готовы (essere pronto);Loro sarebbero stati pronti.;Condizionale Passato
она хочет, чтобы я был готов (essere pronto);Lei vuole che io sia pronto.;Congiuntivo Presente
он хочет, чтобы ты был готов (essere pronto);Lui vuole che tu sia pronto.;Congiuntivo Presente
я думаю, что он готов (essere pronto);Io penso che lui sia pronto.;Congiuntivo Presente
мы думаем, что она готова (essere pronto);Noi pensiamo che lei sia pronta.;Congiuntivo Presente
ты думаешь, что мы готовы (essere pronto);Tu pensi che noi siamo pronti.;Congiuntivo Presente
я думаю, что вы готовы (essere pronto);Io penso che voi siate pronti.;Congiuntivo Presente
он думает, что они готовы (essere pronto);Lui pensa che loro siano pronti.;Congiuntivo Presente
он хотел, чтобы я был готов (essere pronto);Lui voleva che io fossi pronto.;Congiuntivo Imperfetto
она хотела, чтобы ты был готов (essere pronto);Lei voleva che tu fossi pronto.;Congiuntivo Imperfetto
я думал, что он будет готов (essere pronto);Io pensavo che lui fosse pronto.;Congiuntivo Imperfetto
мы верили, что она будет готова (essere pronto);Noi credevamo che lei fosse pronta.;Congiuntivo Imperfetto
они надеялись, что мы будем готовы (essere pronto);Loro speravano che noi fossimo pronti.;Congiuntivo Imperfetto
я боялся, что вы будете готовы (essere pronto);Io temevo che voi foste pronti.;Congiuntivo Imperfetto
он верил, что они будут готовы (essere pronto);Lui credeva che loro fossero pronti.;Congiuntivo Imperfetto
он думает, что я уже был готов (essere pronto);Lui pensa che io sia stato pronto.;Congiuntivo Passato
она надеется, что ты уже был готов (essere pronto);Lei spera che tu sia stato pronto.;Congiuntivo Passato
я верю, что он уже был готов (essere pronto);Io credo che lui sia stato pronto.;Congiuntivo Passato
мы сомневаемся, что она уже была готова (essere pronto);Noi dubitiamo che lei sia stata pronta.;Congiuntivo Passato
ты думаешь, что мы уже были готовы (essere pronto);Tu pensi che noi siamo stati pronti.;Congiuntivo Passato
я полагаю, что вы уже были готовы (essere pronto);Io suppongo che voi siate stati pronti.;Congiuntivo Passato
он верит, что они уже были готовы (essere pronto);Lui crede che loro siano stati pronti.;Congiuntivo Passato
я хочу есть (avere fame);Io ho fame.;Presente
ты хочешь есть (avere fame);Tu hai fame.;Presente
он хочет есть (avere fame);Lui ha fame.;Presente
она хочет есть (avere fame);Lei ha fame.;Presente
мы хотим есть (avere fame);Noi abbiamo fame.;Presente
вы хотите есть (avere fame);Voi avete fame.;Presente
они хотят есть (avere fame);Loro hanno fame.;Presente
я хотел есть (avere fame);Io avevo fame.;Imperfetto
ты хотел есть (avere fame);Tu avevi fame.;Imperfetto
он хотел есть (avere fame);Lui aveva fame.;Imperfetto
она хотела есть (avere fame);Lei aveva fame.;Imperfetto
мы хотели есть (avere fame);Noi avevamo fame.;Imperfetto
вы хотели есть (avere fame);Voi avevate fame.;Imperfetto
они хотели есть (avere fame);Loro avevano fame.;Imperfetto
я проголодался (avere fame);Io ebbi fame.;Passato Remoto
ты проголодался (avere fame);Tu avesti fame.;Passato Remoto
он проголодался (avere fame);Lui ebbe fame.;Passato Remoto
она проголодалась (avere fame);Lei ebbe fame.;Passato Remoto
мы проголодались (avere fame);Noi avemmo fame.;Passato Remoto
вы проголодались (avere fame);Voi aveste fame.;Passato Remoto
они проголодались (avere fame);Loro ebbero fame.;Passato Remoto
я хотел есть (avere fame);Io ho avuto fame.;Passato Prossimo
ты хотел есть (avere fame);Tu hai avuto fame.;Passato Prossimo
он хотел есть (avere fame);Lui ha avuto fame.;Passato Prossimo
она хотела есть (avere fame);Lei ha avuto fame.;Passato Prossimo
мы хотели есть (avere fame);Noi abbiamo avuto fame.;Passato Prossimo
вы хотели есть (avere fame);Voi avete avuto fame.;Passato Prossimo
они хотели есть (avere fame);Loro hanno avuto fame.;Passato Prossimo
я уже хотел есть (avere fame);Io avevo avuto fame.;Trapassato Prossimo
ты уже хотел есть (avere fame);Tu avevi avuto fame.;Trapassato Prossimo
он уже хотел есть (avere fame);Lui aveva avuto fame.;Trapassato Prossimo
она уже хотела есть (avere fame);Lei aveva avuto fame.;Trapassato Prossimo
мы уже хотели есть (avere fame);Noi avevamo avuto fame.;Trapassato Prossimo
вы уже хотели есть (avere fame);Voi avevate avuto fame.;Trapassato Prossimo
они уже хотели есть (avere fame);Loro avevano avuto fame.;Trapassato Prossimo
я буду хотеть есть (avere fame);Io avrò fame.;Futuro Semplice
ты будешь хотеть есть (avere fame);Tu avrai fame.;Futuro Semplice
он будет хотеть есть (avere fame);Lui avrà fame.;Futuro Semplice
она будет хотеть есть (avere fame);Lei avrà fame.;Futuro Semplice
мы будем хотеть есть (avere fame);Noi avremo fame.;Futuro Semplice
вы будете хотеть есть (avere fame);Voi avrete fame.;Futuro Semplice
они будут хотеть есть (avere fame);Loro avranno fame.;Futuro Semplice
я уже проголодаюсь (avere fame);Io avrò avuto fame.;Futuro Anteriore
ты уже проголодаешься (avere fame);Tu avrai avuto fame.;Futuro Anteriore
он уже проголодается (avere fame);Lui avrà avuto fame.;Futuro Anteriore
она уже проголодается (avere fame);Lei avrà avuto fame.;Futuro Anteriore
мы уже проголодаемся (avere fame);Noi avremo avuto fame.;Futuro Anteriore
вы уже проголодаетесь (avere fame);Voi avrete avuto fame.;Futuro Anteriore
они уже проголодаются (avere fame);Loro avranno avuto fame.;Futuro Anteriore
я бы хотел есть (avere fame);Io avrei fame.;Condizionale Presente
ты бы хотел есть (avere fame);Tu avresti fame.;Condizionale Presente
он бы хотел есть (avere fame);Lui avrebbe fame.;Condizionale Presente
она бы хотела есть (avere fame);Lei avrebbe fame.;Condizionale Presente
мы бы хотели есть (avere fame);Noi avremmo fame.;Condizionale Presente
вы бы хотели есть (avere fame);Voi avreste fame.;Condizionale Presente
они бы хотели есть (avere fame);Loro avrebbero fame.;Condizionale Presente
я бы проголодался (avere fame);Io avrei avuto fame.;Condizionale Passato
ты бы проголодался (avere fame);Tu avresti avuto fame.;Condizionale Passato
он бы проголодался (avere fame);Lui avrebbe avuto fame.;Condizionale Passato
она бы проголодалась (avere fame);Lei avrebbe avuto fame.;Condizionale Passato
мы бы проголодались (avere fame);Noi avremmo avuto fame.;Condizionale Passato
вы бы проголодались (avere fame);Voi avreste avuto fame.;Condizionale Passato
они бы проголодались (avere fame);Loro avrebbero avuto fame.;Condizionale Passato
он хочет, чтобы я проголодался (avere fame);Lui vuole che io abbia fame.;Congiuntivo Presente
она хочет, чтобы ты проголодался (avere fame);Lei vuole che tu abbia fame.;Congiuntivo Presente
я думаю, что он голоден (avere fame);Io penso che lui abbia fame.;Congiuntivo Presente
мы думаем, что она голодна (avere fame);Noi pensiamo che lei abbia fame.;Congiuntivo Presente
ты думаешь, что мы голодны (avere fame);Tu pensi che noi abbiamo fame.;Congiuntivo Presente
я думаю, что вы голодны (avere fame);Io penso che voi abbiate fame.;Congiuntivo Presente
он думает, что они голодны (avere fame);Lui pensa che loro abbiano fame.;Congiuntivo Presente
она хотела, чтобы я хотел есть (avere fame);Lei voleva che io avessi fame.;Congiuntivo Imperfetto
он думал, что ты хочешь есть (avere fame);Lui pensava che tu avessi fame.;Congiuntivo Imperfetto
я верил, что он хочет есть (avere fame);Io credevo che lui avesse fame.;Congiuntivo Imperfetto
мы надеялись, что она хочет есть (avere fame);Noi speravamo che lei avesse fame.;Congiuntivo Imperfetto
они боялись, что мы хотим есть (avere fame);Loro temevano che noi avessimo fame.;Congiuntivo Imperfetto
я думал, что вы хотите есть (avere fame);Io pensavo che voi aveste fame.;Congiuntivo Imperfetto
она хотела, чтобы они хотели есть (avere fame);Lei voleva che loro avessero fame.;Congiuntivo Imperfetto
он думает, что я уже проголодался (avere fame);Lui pensa che io abbia avuto fame.;Congiuntivo Passato
она думает, что ты уже проголодался (avere fame);Lei pensa che tu abbia avuto fame.;Congiuntivo Passato
я думаю, что он уже проголодался (avere fame);Io penso che lui abbia avuto fame.;Congiuntivo Passato
мы думаем, что она уже проголодалась (avere fame);Noi pensiamo che lei abbia avuto fame.;Congiuntivo Passato
ты думаешь, что мы уже проголодались (avere fame);Tu pensi che noi abbiamo avuto fame.;Congiuntivo Passato
я думаю, что вы уже проголодались (avere fame);Io penso che voi abbiate avuto fame.;Congiuntivo Passato
он думает, что они уже проголодались (avere fame);Lui pensa che loro abbiano avuto fame.;Congiuntivo Passato
я совершаю прогулку (fare una passeggiata);Io faccio una passeggiata.;Presente
ты совершаешь прогулку (fare una passeggiata);Tu fai una passeggiata.;Presente
он совершает прогулку (fare una passeggiata);Lui fa una passeggiata.;Presente
она совершает прогулку (fare una passeggiata);Lei fa una passeggiata.;Presente
мы совершаем прогулку (fare una passeggiata);Noi facciamo una passeggiata.;Presente
вы совершаете прогулку (fare una passeggiata);Voi fate una passeggiata.;Presente
они совершают прогулку (fare una passeggiata);Loro fanno una passeggiata.;Presente
я гулял (fare una passeggiata);Io facevo una passeggiata.;Imperfetto
ты гулял (fare una passeggiata);Tu facevi una passeggiata.;Imperfetto
он гулял (fare una passeggiata);Lui faceva una passeggiata.;Imperfetto
она гуляла (fare una passeggiata);Lei faceva una passeggiata.;Imperfetto
мы гуляли (fare una passeggiata);Noi facevamo una passeggiata.;Imperfetto
вы гуляли (fare una passeggiata);Voi facevate una passeggiata.;Imperfetto
они гуляли (fare una passeggiata);Loro facevano una passeggiata.;Imperfetto
я совершил прогулку (fare una passeggiata);Io feci una passeggiata.;Passato Remoto
ты совершил прогулку (fare una passeggiata);Tu facesti una passeggiata.;Passato Remoto
он совершил прогулку (fare una passeggiata);Lui fece una passeggiata.;Passato Remoto
она совершила прогулку (fare una passeggiata);Lei fece una passeggiata.;Passato Remoto
мы совершили прогулку (fare una passeggiata);Noi facemmo una passeggiata.;Passato Remoto
вы совершили прогулку (fare una passeggiata);Voi faceste una passeggiata.;Passato Remoto
они совершили прогулку (fare una passeggiata);Loro fecero una passeggiata.;Passato Remoto
я прогулялся (fare una passeggiata);Io ho fatto una passeggiata.;Passato Prossimo
ты прогулялся (fare una passeggiata);Tu hai fatto una passeggiata.;Passato Prossimo
он прогулялся (fare una passeggiata);Lui ha fatto una passeggiata.;Passato Prossimo
она прогулялась (fare una passeggiata);Lei ha fatto una passeggiata.;Passato Prossimo
мы прогулялись (fare una passeggiata);Noi abbiamo fatto una passeggiata.;Passato Prossimo
вы прогулялись (fare una passeggiata);Voi avete fatto una passeggiata.;Passato Prossimo
они прогулялись (fare una passeggiata);Loro hanno fatto una passeggiata.;Passato Prossimo
я уже задал вопрос (fare una domanda);Io avevo fatto una domanda.;Trapassato Prossimo
ты уже задал вопрос (fare una domanda);Tu avevi fatto una domanda.;Trapassato Prossimo
он уже задал вопрос (fare una domanda);Lui aveva fatto una domanda.;Trapassato Prossimo
она уже задала вопрос (fare una domanda);Lei aveva fatto una domanda.;Trapassato Prossimo
мы уже задали вопрос (fare una domanda);Noi avevamo fatto una domanda.;Trapassato Prossimo
вы уже задали вопрос (fare una domanda);Voi avevate fatto una domanda.;Trapassato Prossimo
они уже задали вопрос (fare una domanda);Loro avevano fatto una domanda.;Trapassato Prossimo
я сделаю прогулку (fare una passeggiata);Io farò una passeggiata.;Futuro Semplice
ты сделаешь прогулку (fare una passeggiata);Tu farai una passeggiata.;Futuro Semplice
он сделает прогулку (fare una passeggiata);Lui farà una passeggiata.;Futuro Semplice
она сделает прогулку (fare una passeggiata);Lei farà una passeggiata.;Futuro Semplice
мы сделаем прогулку (fare una passeggiata);Noi faremo una passeggiata.;Futuro Semplice
вы сделаете прогулку (fare una passeggiata);Voi farete una passeggiata.;Futuro Semplice
они сделают прогулку (fare una passeggiata);Loro faranno una passeggiata.;Futuro Semplice
я успею задать вопрос (fare una domanda);Io avrò fatto una domanda.;Futuro Anteriore
ты успеешь задать вопрос (fare una domanda);Tu avrai fatto una domanda.;Futuro Anteriore
он успеет задать вопрос (fare una domanda);Lui avrà fatto una domanda.;Futuro Anteriore
она успеет задать вопрос (fare una domanda);Lei avrà fatto una domanda.;Futuro Anteriore
мы успеем задать вопрос (fare una domanda);Noi avremo fatto una domanda.;Futuro Anteriore
вы успеете задать вопрос (fare una domanda);Voi avrete fatto una domanda.;Futuro Anteriore
они успеют задать вопрос (fare una domanda);Loro avranno fatto una domanda.;Futuro Anteriore
я бы совершил прогулку (fare una passeggiata);Io farei una passeggiata.;Condizionale Presente
ты бы совершил прогулку (fare una passeggiata);Tu faresti una passeggiata.;Condizionale Presente
он бы совершил прогулку (fare una passeggiata);Lui farebbe una passeggiata.;Condizionale Presente
она бы совершила прогулку (fare una passeggiata);Lei farebbe una passeggiata.;Condizionale Presente
мы бы совершили прогулку (fare una passeggiata);Noi faremmo una passeggiata.;Condizionale Presente
вы бы совершили прогулку (fare una passeggiata);Voi fareste una passeggiata.;Condizionale Presente
они бы совершили прогулку (fare una passeggiata);Loro farebbero una passeggiata.;Condizionale Presente
я бы сделал прогулку (fare una passeggiata);Io avrei fatto una passeggiata.;Condizionale Passato
ты бы сделал прогулку (fare una passeggiata);Tu avresti fatto una passeggiata.;Condizionale Passato
он бы сделал прогулку (fare una passeggiata);Lui avrebbe fatto una passeggiata.;Condizionale Passato
она бы сделала прогулку (fare una passeggiata);Lei avrebbe fatto una passeggiata.;Condizionale Passato
мы бы сделали прогулку (fare una passeggiata);Noi avremmo fatto una passeggiata.;Condizionale Passato
вы бы сделали прогулку (fare una passeggiata);Voi avreste fatto una passeggiata.;Condizionale Passato
они бы сделали прогулку (fare una passeggiata);Loro avrebbero fatto una passeggiata.;Condizionale Passato
он хочет, чтобы я задал вопрос (fare una domanda);Lui vuole che io faccia una domanda.;Congiuntivo Presente
она хочет, чтобы ты задал вопрос (fare una domanda);Lei vuole che tu faccia una domanda.;Congiuntivo Presente
я думаю, что он задаст вопрос (fare una domanda);Io penso che lui faccia una domanda.;Congiuntivo Presente
я думаю, что она задаст вопрос (fare una domanda);Io penso che lei faccia una domanda.;Congiuntivo Presente
он хочет, чтобы мы задали вопрос (fare una domanda);Lui vuole che noi facciamo una domanda.;Congiuntivo Presente
я надеюсь, что вы зададите вопрос (fare una domanda);Io spero che voi facciate una domanda.;Congiuntivo Presente
мне кажется, что они зададут вопрос (fare una domanda);Credo che loro facciano una domanda.;Congiuntivo Presente
он хотел, чтобы я задал вопрос (fare una domanda);Lui voleva che io facessi una domanda.;Congiuntivo Imperfetto
она хотела, чтобы ты задал вопрос (fare una domanda);Lei voleva che tu facessi una domanda.;Congiuntivo Imperfetto
я думал, что он задаст вопрос (fare una domanda);Io pensavo che lui facesse una domanda.;Congiuntivo Imperfetto
мы надеялись, что она задаст вопрос (fare una domanda);Noi speravamo che lei facesse una domanda.;Congiuntivo Imperfetto
они боялись, что мы зададим вопрос (fare una domanda);Loro temevano che noi facessimo una domanda.;Congiuntivo Imperfetto
я верил, что вы зададите вопрос (fare una domanda);Io credevo che voi faceste una domanda.;Congiuntivo Imperfetto
он хотел, чтобы они задали вопрос (fare una domanda);Lui voleva che loro facessero una domanda.;Congiuntivo Imperfetto
он думает, что я уже задал вопрос (fare una domanda);Lui pensa che io abbia fatto una domanda.;Congiuntivo Passato
она надеется, что ты уже задал вопрос (fare una domanda);Lei spera che tu abbia fatto una domanda.;Congiuntivo Passato
я сомневаюсь, что он уже задал вопрос (fare una domanda);Io dubito che lui abbia fatto una domanda.;Congiuntivo Passato
мы верим, что она уже задала вопрос (fare una domanda);Noi crediamo che lei abbia fatto una domanda.;Congiuntivo Passato
они думают, что мы уже задали вопрос (fare una domanda);Loro pensano che noi abbiamo fatto una domanda.;Congiuntivo Passato
я полагаю, что вы уже задали вопрос (fare una domanda);Io suppongo che voi abbiate fatto una domanda.;Congiuntivo Passato
она надеется, что они уже задали вопрос (fare una domanda);Lei spera che loro abbiano fatto una domanda.;Congiuntivo Passato
я знаю правду (la verità);Io so la verità.;Presente
ты знаешь правду (la verità);Tu sai la verità.;Presente
он знает правду (la verità);Lui sa la verità.;Presente
она знает правду (la verità);Lei sa la verità.;Presente
мы знаем правду (la verità);Noi sappiamo la verità.;Presente
вы знаете правду (la verità);Voi sapete la verità.;Presente
они знают правду (la verità);Loro sanno la verità.;Presente
я знал правду (sapere la verità);Io sapevo la verità.;Imperfetto
ты знал правду (sapere la verità);Tu sapevi la verità.;Imperfetto
он знал правду (sapere la verità);Lui sapeva la verità.;Imperfetto
она знала правду (sapere la verità);Lei sapeva la verità.;Imperfetto
мы знали правду (sapere la verità);Noi sapevamo la verità.;Imperfetto
вы знали правду (sapere la verità);Voi sapevate la verità.;Imperfetto
они знали правду (sapere la verità);Loro sapevano la verità.;Imperfetto
я узнал правду (sapere la verità);Io seppi la verità.;Passato Remoto
ты узнал правду (sapere la verità);Tu sapesti la verità.;Passato Remoto
он узнал правду (sapere la verità);Lui seppe la verità.;Passato Remoto
она узнала правду (sapere la verità);Lei seppe la verità.;Passato Remoto
мы узнали правду (sapere la verità);Noi sapemmo la verità.;Passato Remoto
вы узнали правду (sapere la verità);Voi sapeste la verità.;Passato Remoto
они узнали правду (sapere la verità);Loro seppero la verità.;Passato Remoto
я узнал правду (sapere la verità);Io ho saputo la verità.;Passato Prossimo
ты узнал правду (sapere la verità);Tu hai saputo la verità.;Passato Prossimo
он узнал правду (sapere la verità);Lui ha saputo la verità.;Passato Prossimo
она узнала правду (sapere la verità);Lei ha saputo la verità.;Passato Prossimo
мы узнали правду (sapere la verità);Noi abbiamo saputo la verità.;Passato Prossimo
вы узнали правду (sapere la verità);Voi avete saputo la verità.;Passato Prossimo
они узнали правду (sapere la verità);Loro hanno saputo la verità.;Passato Prossimo
я уже узнал правду (sapere la verità);Io avevo saputo la verità.;Trapassato Prossimo
ты уже узнал правду (sapere la verità);Tu avevi saputo la verità.;Trapassato Prossimo
он уже узнал правду (sapere la verità);Lui aveva saputo la verità.;Trapassato Prossimo
она уже узнала правду (sapere la verità);Lei aveva saputo la verità.;Trapassato Prossimo
мы уже узнали правду (sapere la verità);Noi avevamo saputo la verità.;Trapassato Prossimo
вы уже узнали правду (sapere la verità);Voi avevate saputo la verità.;Trapassato Prossimo
они уже узнали правду (sapere la verità);Loro avevano saputo la verità.;Trapassato Prossimo
я узнаю правду (sapere la verità);Io saprò la verità.;Futuro Semplice
ты узнаешь правду (sapere la verità);Tu saprai la verità.;Futuro Semplice
он узнает правду (sapere la verità);Lui saprà la verità.;Futuro Semplice
она узнает правду (sapere la verità);Lei saprà la verità.;Futuro Semplice
мы узнаем правду (sapere la verità);Noi sapremo la verità.;Futuro Semplice
вы узнаете правду (sapere la verità);Voi saprete la verità.;Futuro Semplice
они узнают правду (sapere la verità);Loro sapranno la verità.;Futuro Semplice
я уже узнаю правду (sapere la verità);Io avrò saputo la verità.;Futuro Anteriore
ты уже узнаешь правду (sapere la verità);Tu avrai saputo la verità.;Futuro Anteriore
он уже узнает правду (sapere la verità);Lui avrà saputo la verità.;Futuro Anteriore
она уже узнает правду (sapere la verità);Lei avrà saputo la verità.;Futuro Anteriore
мы уже узнаем правду (sapere la verità);Noi avremo saputo la verità.;Futuro Anteriore
вы уже узнаете правду (sapere la verità);Voi avrete saputo la verità.;Futuro Anteriore
они уже узнают правду (sapere la verità);Loro avranno saputo la verità.;Futuro Anteriore
я бы знал правду (sapere la verità);Io saprei la verità.;Condizionale Presente
ты бы знал правду (sapere la verità);Tu sapresti la verità.;Condizionale Presente
он бы знал правду (sapere la verità);Lui saprebbe la verità.;Condizionale Presente
она бы знала правду (sapere la verità);Lei saprebbe la verità.;Condizionale Presente
мы бы знали правду (sapere la verità);Noi sapremmo la verità.;Condizionale Presente
вы бы знали правду (sapere la verità);Voi sapreste la verità.;Condizionale Presente
они бы знали правду (sapere la verità);Loro saprebbero la verità.;Condizionale Presente
я бы узнал правду (sapere la verità);Io avrei saputo la verità.;Condizionale Passato
ты бы узнал правду (sapere la verità);Tu avresti saputo la verità.;Condizionale Passato
он бы узнал правду (sapere la verità);Lui avrebbe saputo la verità.;Condizionale Passato
она бы узнала правду (sapere la verità);Lei avrebbe saputo la verità.;Condizionale Passato
мы бы узнали правду (sapere la verità);Noi avremmo saputo la verità.;Condizionale Passato
вы бы узнали правду (sapere la verità);Voi avreste saputo la verità.;Condizionale Passato
они бы узнали правду (sapere la verità);Loro avrebbero saputo la verità.;Condizionale Passato
она хочет, чтобы я знала правду (sapere la verità);Lei vuole che io sappia la verità.;Congiuntivo Presente
он хочет, чтобы ты знал правду (sapere la verità);Lui vuole che tu sappia la verità.;Congiuntivo Presente
я думаю, что он знает правду (sapere la verità);Io penso che lui sappia la verità.;Congiuntivo Presente
мы думаем, что она знает правду (sapere la verità);Noi pensiamo che lei sappia la verità.;Congiuntivo Presente
я надеюсь, что мы узнаем правду (sapere la verità);Io spero che noi sappiamo la verità.;Congiuntivo Presente
он хочет, чтобы вы знали правду (sapere la verità);Lui vuole che voi sappiate la verità.;Congiuntivo Presente
я думаю, что они знают правду (sapere la verità);Io penso che loro sappiano la verità.;Congiuntivo Presente
она хотела, чтобы я знала правду (sapere la verità);Lei voleva che io sapessi la verità.;Congiuntivo Imperfetto
он хотел, чтобы ты знал правду (sapere la verità);Lui voleva che tu sapessi la verità.;Congiuntivo Imperfetto
я думал, что он узнает правду (sapere la verità);Io pensavo che lui sapesse la verità.;Congiuntivo Imperfetto
мы надеялись, что она узнает правду (sapere la verità);Noi speravamo che lei sapesse la verità.;Congiuntivo Imperfetto
они боялись, что мы узнаем правду (sapere la verità);Loro temevano che noi sapessimo la verità.;Congiuntivo Imperfetto
я верил, что вы узнаете правду (sapere la verità);Io credevo che voi sapeste la verità.;Congiuntivo Imperfetto
он хотел, чтобы они узнали правду (sapere la verità);Lui voleva che loro sapessero la verità.;Congiuntivo Imperfetto
он думает, что я уже узнал правду (sapere la verità);Lui pensa che io abbia saputo la verità.;Congiuntivo Passato
она надеется, что ты уже узнал правду (sapere la verità);Lei spera che tu abbia saputo la verità.;Congiuntivo Passato
я сомневаюсь, что он уже узнал правду (sapere la verità);Io dubito che lui abbia saputo la verità.;Congiuntivo Passato
мы полагаем, что она уже узнала правду (sapere la verità);Noi supponiamo che lei abbia saputo la verità.;Congiuntivo Passato
они думают, что мы уже узнали правду (sapere la verità);Loro pensano che noi abbiamo saputo la verità.;Congiuntivo Passato
я верю, что вы уже узнали правду (sapere la verità);Io credo che voi abbiate saputo la verità.;Congiuntivo Passato
он надеется, что они уже узнали правду (sapere la verità);Lui spera che loro abbiano saputo la verità.;Congiuntivo Passato
я говорю правду (dire la verità);Io dico la verità.;Presente
ты говоришь правду (dire la verità);Tu dici la verità.;Presente
он говорит правду (dire la verità);Lui dice la verità.;Presente
она говорит правду (dire la verità);Lei dice la verità.;Presente
мы говорим правду (dire la verità);Noi diciamo la verità.;Presente
вы говорите правду (dire la verità);Voi dite la verità.;Presente
они говорят правду (dire la verità);Loro dicono la verità.;Presente
я говорил правду (dire la verità);Io dicevo la verità.;Imperfetto
ты говорил правду (dire la verità);Tu dicevi la verità.;Imperfetto
он говорил правду (dire la verità);Lui diceva la verità.;Imperfetto
она говорила правду (dire la verità);Lei diceva la verità.;Imperfetto
мы говорили правду (dire la verità);Noi dicevamo la verità.;Imperfetto
вы говорили правду (dire la verità);Voi dicevate la verità.;Imperfetto
они говорили правду (dire la verità);Loro dicevano la verità.;Imperfetto
я сказал правду (dire la verità);Io dissi la verità.;Passato Remoto
ты сказал правду (dire la verità);Tu dicesti la verità.;Passato Remoto
он сказал правду (dire la verità);Lui disse la verità.;Passato Remoto
она сказала правду (dire la verità);Lei disse la verità.;Passato Remoto
мы сказали правду (dire la verità);Noi dicemmo la verità.;Passato Remoto
вы сказали правду (dire la verità);Voi diceste la verità.;Passato Remoto
